Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.369,59.769,60.177,60.611,61.078,61.579,62.104,62.631,63.144,63.634,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.058,69.079,69.086,69.121,69.209,69.351,69.511,69.628,69.66,69.593,69.452,69.31,69.267,69.399,69.744,70.296,71.002,71.775,72.511,73.128,73.593,73.896,74.059,74.144,74.207,74.27,74.352,74.462,74.593,74.741,74.906
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.4803744,46.081579,46.6773443,47.2681434,47.8518782,48.4197906,48.9617203,49.4713131,49.947155,50.3944332,50.8265134,51.2614157,51.7144116,52.1948494,52.7032727,53.2361505,53.783391,54.3285493,54.8549071,55.3519888,55.8121422,56.2445782,56.6364262,57.0071816,57.3618353,57.7041306,58.0400973,58.3891921,58.7216869,59.065621,59.4087458,59.7256442,60.0822292,60.4133139,60.7379217,61.0570097,61.382787,61.7157764,62.0484285,62.3669381,62.6708877,62.9961993,63.3177638,63.6487156,63.9897744,64.3364536,64.6984217,65.0668844,65.4337908,65.8124166,66.1807943,66.5226219,66.8371695,67.131397,67.3996051
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.0940385,47.6188477,48.2253296,48.9406679,49.7704046,50.6816498,51.6278201,52.5599962,53.4389152,54.2349249,54.9649305,55.6172782,56.2057717,56.779721,57.3352783,57.84169,58.3426091,58.8149455,59.2588207,59.6555746,60.0354874,60.3971444,60.7477347,61.0602421,61.3481774,61.6666784,62.0110016,62.2919453,62.5535372,62.7952775,63.0249812,63.2456854,63.4126231,63.5703334,63.7849441,64.0310271,64.3233532,64.6391305,64.9346919,65.206665,65.5077878,65.8227193,66.1324997,66.4540099,66.7919943,67.1164698,67.4756028,67.8243332,68.1536335,68.4975864,68.8087189,69.1236802,69.4062791,69.6771912,69.918675
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.602,47.089,47.501,47.829,48.08,48.264,48.401,48.522,48.656,48.822,49.037,49.309,49.634,50.006,50.426,50.896,51.418,51.985,52.582,53.196,53.807,54.396,54.949,55.462,55.931,56.395,56.905,57.48,58.098,58.708,59.206,59.464,59.394,58.944,58.112,56.902,55.351,53.584,51.75,49.971,48.405,47.195,46.394,46.021,46.078,46.521,47.266,48.171,49.112,50.014,50.826,51.53,52.158,52.738,53.268
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.2453901,50.7477601,51.3891695,52.261808,53.3678008,54.6706219,56.045788,57.4013656,58.6856324,59.7882647,60.7693453,61.5902626,62.313977,62.9808289,63.6275176,64.1576952,64.7056303,65.212958,65.6833939,66.0920506,66.4742104,66.8660583,67.2294035,67.5064201,67.7315431,68.020487,68.3775461,68.5801278,68.7691559,68.9057485,69.0403406,69.1624393,69.1861598,69.1929083,69.3215025,69.5418865,69.8726175,70.2293336,70.5751577,70.8624874,71.2171637,71.5994489,71.9576469,72.311146,72.6793322,72.9883109,73.3481307,73.662442,73.930349,74.2174107,74.4430057,74.7136664,74.9267045,75.1482691,75.3429799
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8473171,70.1026829,69.0953659,70.2043902,71.5090244,71.325122,71.5202439,71.6039024,71.3136585,70.9285366,70.8043902,71.7353659,71.0246341,71.3321951,71.2441463,70.8673171,70.9580488,70.8095122,70.6046341,70.4821951,70.4821951,70.4607317,70.8368293,70.7778049,70.32,70.5012195,72.0807317,71.9346341,71.7621951,71.4253659,71.1607317,70.3641463,70.2343902,68.9104878,68.5302439,69.0063415,70.1080488,70.9090244,71.2195122,71.5707317,72.0195122,71.6585366,71.7609756,72.0609756,71.9609756,71.2536585,71.0560976,70.9,71.8121951,72.9146341,73.2682927,73.5634146,73.8634146,73.9146341,74.5170732
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4463902,68.7377317,68.998122,69.2230732,69.4110488,69.5610244,69.6744634,69.7613415,69.8351463,69.9048537,69.9834634,70.081439,70.2053171,70.3581707,70.542561,70.7576098,70.9985122,71.2562927,71.5224634,71.7944634,72.0726098,72.3576829,72.6534634,72.958878,73.2719268,73.5857561,73.8946098,74.1937561,74.4803415,74.7524146,75.0104146,75.4634146,75.7707317,75.7121951,76.3707317,76.5121951,76.5195122,76.8804878,77.0170732,77.7707317,77.8731707,77.8243902,77.9658537,77.7268293,79.1219512,79.4317073,79.2878049,79.3829268,80.5390244,80.6365854,80.6317073,80.9878049,81.3926829,81.8,82.2292683
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7868293,70.032439,69.4304878,69.8290244,71.0280488,70.7265854,70.7073171,70.3939024,70.0429268,69.7968293,69.8353659,70.1646341,69.8787805,69.8134146,69.7409756,68.9253659,69.0478049,69.1046341,68.9878049,68.4956098,68.8085366,68.7863415,69.3282927,69.1190244,69.1629268,69.2914634,70.622439,70.6929268,70.6153659,70.1553659,69.2731707,69.032439,68.3960976,66.7226829,65.6643902,66.3912195,68.7765854,69.3492683,69.0121951,69.7429268,70.3146341,70.7609756,70.9609756,71.2658537,72.0268293,71.3560976,70.8658537,71.0195122,72.4195122,73.0804878,73.4829268,73.5756098,73.7780488,73.9829268,74.1243902
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.828,65.301,65.757,66.199,66.629,67.055,67.486,67.928,68.388,68.865,69.36,69.869,70.384,70.897,71.4,71.887,72.352,72.793,73.209,73.602,73.974,74.33,74.677,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.588,78.925,79.256,79.573,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.981,82.22,82.462,82.704,82.937,83.155,83.355,83.536
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,73.2195122,72.7682927,72.9195122,72.6682927,73.5195122,73.6707317,74.2707317,74.3219512,74.5219512,75.9243902,75.4243902,75.5731707,75.8219512,75.9707317,76.1707317,76.3707317,76.5707317,76.7707317,76.9707317,77.1707317,77.3707317,77.5707317,77.7219512,77.8707317,78.0707317,78.2219512,78.3707317,78.5707317,78.7219512,78.8707317,79.0219512,79.1707317,79.3219512
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.458,48.88,49.307,49.738,50.168,50.593,51.009,51.413,51.808,52.195,52.572,52.94,53.305,53.676,54.066,54.492,54.976,55.525,56.141,56.823,57.56,58.339,59.139,59.937,60.717,61.469,62.189,62.878,63.536,64.158,64.733,65.253,65.716,66.129,66.502,66.848,67.184,67.526,67.889,68.284,68.722,69.209,69.738,70.296,70.873,71.456,72.029,72.58,73.097,73.572,73.999,74.377,74.717,75.026,75.309
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.213,65.221,65.209,65.172,65.111,65.037,64.971,64.951,65.022,65.205,65.499,65.887,66.33,66.772,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.761,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.022,68.302,68.671,69.119,69.616,70.117,70.577,70.961,71.258
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.962,40.444,40.924,41.401,41.876,42.351,42.828,43.31,43.796,44.283,44.771,45.257,45.735,46.203,46.656,47.094,47.517,47.926,48.317,48.683,49.005,49.26,49.442,49.56,49.634,49.694,49.781,49.932,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.616,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.752,61.212,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.397,37.995,38.626,39.281,39.956,40.643,41.339,42.046,42.764,43.495,44.241,45.009,45.803,46.624,47.474,48.355,49.271,50.215,51.18,52.154,53.12,54.061,54.964,55.826,56.648,57.437,58.208,58.98,59.766,60.573,61.399,62.237,63.077,63.911,64.739,65.568,66.408,67.267,68.144,69.035,69.936,70.842,71.737,72.603,73.418,74.151,74.771,75.269,75.648,75.92,76.112,76.259,76.401,76.571,76.783
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.6961256,47.7849725,48.3739503,48.4648504,49.0585279,49.6522723,50.7060641,51.2613618,51.8049174,52.3544888,52.9266132,53.5369882,54.1627163,54.8591904,55.5643277,56.2678032,56.9290451,57.4901926,57.9681098,58.3734722,58.7453938,59.141049,59.6041024,60.1885572,60.8884248,61.6929422,62.5505955,63.4281704,64.2450338,65.0462103,65.754805,66.3578119,66.8379118,67.3271399,67.7634826,68.1836587,68.5550657,68.8859335,69.1994339,69.5046332,69.7955532,70.0793076,70.3442224,70.6035118,70.8649573,71.1119383,71.3633866,71.5989716,71.8339536,72.0600866,72.2717696,72.4739694,72.6754926,72.8849024,73.0877372
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.082,57.674,58.199,58.662,59.076,59.454,59.814,60.172,60.544,60.94,61.369,61.837,62.334,62.852,63.385,63.928,64.474,65.016,65.548,66.064,66.562,67.04,67.501,67.949,68.385,68.81,69.226,69.635,70.039,70.438,70.836,71.235,71.633,72.029,72.418,72.796,73.158,73.498,73.814,74.103,74.364,74.598,74.809,75.002,75.18,75.347,75.505,75.656,75.802,75.948,76.096,76.251,76.412,76.579,76.753
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1414634,,,,,,,,,,,,67.504878,65.2390244,,,,,,,,,,,,,,
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.7014789,48.241184,48.865474,49.6034957,50.4644562,51.4124169,52.3966507,53.3660886,54.2781966,55.1008514,55.8525991,56.5208958,57.1214162,57.707376,58.2749367,58.7914502,59.3042823,59.7883815,60.2430182,60.6473984,61.0339569,61.3998806,61.7534745,62.0661052,62.3534713,62.6764966,63.0314225,63.3222484,63.597842,63.8571329,64.1067506,64.3469465,64.5326748,64.7048408,64.937651,65.2027584,65.5152227,65.8468805,66.1557317,66.4314062,66.7315274,67.0428844,67.3425175,67.6495206,67.9698538,68.2714442,68.6092082,68.9348714,69.2400306,69.5642625,69.8557976,70.1560017,70.4235364,70.6809433,70.9084091
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.633,61.259,61.87,62.469,63.06,63.642,64.216,64.775,65.313,65.824,66.301,66.736,67.128,67.474,67.773,68.02,68.212,68.355,68.462,68.549,68.64,68.764,68.936,69.162,69.442,69.76,70.094,70.414,70.7,70.945,71.152,71.331,71.502,71.68,71.871,72.08,72.309,72.55,72.795,73.038,73.267,73.47,73.642,73.782,73.893,73.986,74.077,74.18,74.305,74.457,74.632,74.824,75.019,75.207,75.384
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,28.199,28.345,28.535,28.782,29.097,29.489,29.959,30.496,31.086,31.72,32.388,33.078,33.782,34.493,35.205,35.921,36.645,37.385,38.142,38.909,39.677,40.435,41.173,41.879,42.545,43.17,43.759,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.069,48.758,49.54,50.373,51.224,52.057,52.839,53.553,54.193,54.756,55.249,55.694,56.122,56.556,57.007
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.5952927,68.8872439,69.1737561,69.4552683,69.7331951,70.0075366,70.2792927,70.547,70.8116829,71.0728537,71.33,71.5846341,71.8362683,72.084878,72.3304878,72.5735854,72.8146829,73.0527561,73.2888293,73.5223902,73.753439,73.9814878,74.2075366,74.430561,74.6510976,74.869122,75.0856341,75.3001463,75.5131707,75.7251707,75.9356829,76.1446829,76.3516585,76.5561463,76.758122,77.1414634,77.1414634,77.5902439,77.3878049,77.3,78.2,78.8439024,78.7390244,78.5463415,79.2536585,79.3,79.4390244,79.7926829,79.6365854,80.2414634,81.397561,80.7463415,80.7463415,81.7463415,81.9463415
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.714,43.384,44.136,44.993,45.95,46.967,47.982,48.927,49.751,50.437,50.989,51.433,51.818,52.189,52.564,52.954,53.361,53.772,54.179,54.581,54.978,55.371,55.761,56.145,56.526,56.904,57.278,57.65,58.018,58.383,58.743,59.099,59.448,59.791,60.128,60.463,60.796,61.131,61.467,61.802,62.133,62.452,62.757,63.046,63.323,63.597,63.88,64.181,64.501,64.838,65.178,65.506,65.805,66.066,66.285
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.6316435,47.2212608,47.8076039,48.3941859,48.9834234,49.5709644,50.1496426,50.7140142,51.2652491,51.808093,52.3601623,52.9440837,53.5708076,54.2372212,54.9318527,55.6174066,56.2454847,56.7863286,57.2315468,57.5960478,57.9249961,58.28429,58.7334423,59.3098078,60.0206907,60.8500341,61.7582406,62.6819278,63.5659064,64.3816304,65.1328157,65.7599397,66.3106009,66.8042996,67.2492208,67.6527678,68.0211238,68.3604948,68.6769919,68.9767907,69.2655244,69.5464291,69.8198465,70.0861225,70.3479018,70.6050542,70.8568065,71.0988526,71.3286693,71.5462921,71.754805,71.9593279,72.1641462,72.3714974,72.5788298
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.82,64.508,65.181,65.827,66.438,67.022,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.504,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.394,74.526,74.627,74.669,74.634,74.52,74.334,74.1,73.846,73.608,73.417,73.288,73.228,73.23,73.277,73.355,73.465,73.62,73.834,74.116,74.462,74.858,75.28,75.7,76.089,76.43,76.712
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.392,49.304,50.185,51.012,51.771,52.461,53.098,53.702,54.285,54.845,55.364,55.819,56.192,56.477,56.676,56.796,56.848,56.86,56.861,56.875,56.936,57.074,57.295,57.595,57.968,58.392,58.836,59.266,59.655,59.992,60.268,60.486,60.67,60.841,61.015,61.211,61.447,61.73,62.063,62.446,62.869,63.319,63.777,64.23,64.671,65.104,65.539,65.987,66.449,66.92,67.383,67.82,68.215,68.558,68.847
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.026,35.49,35.936,36.363,36.773,37.174,37.573,37.98,38.397,38.826,39.271,39.735,40.21,40.679,41.125,41.512,41.804,41.983,42.05,42.017,41.913,41.778,41.66,41.597,41.61,41.705,41.872,42.085,42.327,42.6,42.915,43.293,43.745,44.272,44.862,45.491,46.124,46.736,47.309,47.841,48.348,48.859,49.406,50.007,50.663,51.362,52.079,52.785,53.459,54.096,54.7,55.288,55.878,56.483,57.099
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.488,44.171,44.835,45.472,46.077,46.648,47.184,47.694,48.185,48.662,49.13,49.59,50.046,50.504,50.969,51.453,51.966,52.511,53.084,53.678,54.28,54.876,55.45,55.986,56.476,56.912,57.293,57.625,57.919,58.18,58.415,58.633,58.839,59.039,59.233,59.419,59.587,59.733,59.855,59.957,60.049,60.143,60.25,60.381,60.539,60.729,60.952,61.199,61.461,61.73,61.997,62.253,62.492,62.711,62.907
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.7452195,59.7483659,60.6269024,61.3576585,61.9349512,62.3582927,62.6387073,62.8153171,62.9316829,63.0201951,63.1180488,63.2533415,63.4399512,63.6855366,63.9999756,64.3905366,64.8556341,65.372439,65.9133171,66.4557805,66.9653902,67.4073902,67.7653659,68.0376098,68.2303659,68.3706829,68.4993659,68.6555122,68.8630244,69.1240244,69.404878,69.9560976,70.0585366,70.1073171,70.1585366,70.3258537,70.3229268,70.404878,70.6073171,70.9609756,71.6634146,71.7658537,71.9658537,72.1213008,72.276748,72.4321951,72.4321951,72.5707317,72.5707317,72.882439,72.9673171,73.2668293,73.8634146,74.0170732,74.1943902
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.805,38.031,38.249,38.458,38.664,38.881,39.127,39.415,39.75,40.134,40.558,41.011,41.475,41.932,42.376,42.802,43.215,43.621,44.02,44.408,44.776,45.112,45.411,45.668,45.882,46.055,46.196,46.313,46.414,46.503,46.576,46.627,46.65,46.647,46.627,46.585,46.516,46.434,46.369,46.355,46.45,46.71,47.169,47.843,48.735,49.846,51.163,52.63,54.177,55.745,57.263,58.667,59.927,61.02,61.932
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.466,60.044,60.605,61.148,61.672,62.176,62.661,63.128,63.581,64.019,64.445,64.857,65.256,65.643,66.019,66.383,66.736,67.078,67.41,67.732,68.044,68.348,68.643,68.93,69.21,69.482,69.746,70.002,70.251,70.492,70.727,70.955,71.177,71.394,71.605,71.813,72.019,72.222,72.422,72.616,72.8,72.966,73.113,73.242,73.356,73.463,73.577,73.704,73.852,74.022,74.21,74.408,74.606,74.797,74.976
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.8936038,70.3680174,70.2327068,70.0503874,70.3132051,70.3667219,70.3780705,70.7143823,70.1762416,70.6947644,70.9854796,71.2887409,71.3247139,71.5285942,72.079431,72.6938425,72.9534592,73.3496602,73.4704838,73.9082308,73.7528378,74.1535357,74.4904375,74.617863,74.7358063,74.7344828,74.7942257,74.9607682,74.968355,75.221622,75.4312647,75.5847222,75.7875361,75.645745,75.8428976,75.8558453,76.2454658,76.6325113,76.7862188,76.8095481,76.892432,77.0974743,77.1976618,77.3126549,77.7493524,77.7644443,77.944348,78.2395409,78.3009713,78.6429079,78.8046191,78.9205351,79.025152,79.0449225,79.1539747
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.91,47.535,48.145,48.74,49.32,49.879,50.411,50.917,51.4,51.869,52.338,52.83,53.354,53.914,54.503,55.102,55.684,56.224,56.708,57.135,57.521,57.892,58.275,58.685,59.122,59.584,60.063,60.533,60.957,61.307,61.539,61.614,61.518,61.247,60.806,60.192,59.407,58.495,57.517,56.533,55.608,54.798,54.145,53.693,53.48,53.563,53.983,54.712,55.697,56.883,58.189,59.527,60.815,61.982,62.981
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.6390244,59.0390244,59.4390244,59.8878049,60.3365854,60.7853659,61.2341463,61.6829268,62.1317073,62.5804878,63.0292683,63.4780488,63.9268293,64.3756098,64.8243902,65.2731707,65.7219512,66.1707317,66.3036585,66.4365854,66.5695122,66.702439,66.9195122,68.5878049,68.0634146,68.7658537,69.0634146,69.4268293,69.4536585,69.0853659,70.4853659,70.3585366,71.6146341,71.6560976,70.6731707,72.0097561,71.997561,71.7390244,74.3756098,73.8756098,75.1634146,74.8317073,75.102439,75.2707317,75.4707317,75.7219512,76.0756098,76.4780488,76.6804878,76.9804878,77.2591221,76.6468354,77.0690704,77.1762109,77.2528726
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.045,35.131,35.212,35.288,35.359,35.428,35.496,35.571,35.657,35.76,35.884,36.032,36.204,36.403,36.634,36.905,37.227,37.6,38.02,38.48,38.962,39.45,39.927,40.385,40.821,41.24,41.654,42.079,42.531,43.015,43.54,44.108,44.711,45.343,45.996,46.659,47.323,47.979,48.622,49.253,49.874,50.494,51.123,51.77,52.436,53.127,53.849,54.593,55.35,56.105,56.838,57.528,58.16,58.727,59.228
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.975,37.43,37.87,38.289,38.689,39.07,39.439,39.807,40.182,40.568,40.97,41.391,41.827,42.275,42.728,43.186,43.646,44.103,44.546,44.962,45.331,45.635,45.866,46.021,46.104,46.125,46.099,46.046,45.988,45.937,45.898,45.873,45.855,45.843,45.841,45.852,45.877,45.921,45.992,46.101,46.266,46.509,46.834,47.24,47.717,48.246,48.802,49.356,49.887,50.385,50.847,51.279,51.699,52.121,52.549
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.03,47.677,48.329,48.984,49.642,50.306,50.978,51.657,52.339,53.019,53.685,54.328,54.941,55.517,56.053,56.545,56.991,57.398,57.779,58.146,58.509,58.88,59.271,59.691,60.151,60.67,61.261,61.92,62.637,63.396,64.169,64.927,65.642,66.297,66.886,67.411,67.891,68.349,68.808,69.272,69.742,70.214,70.675,71.117,71.537,71.935,72.313,72.677,73.028,73.369,73.699,74.016,74.319,74.608,74.884
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.3926829,73.6526829,73.3239024,73.3370732,73.7041463,73.5687805,73.5129268,73.8041463,73.6126829,73.5395122,73.5856098,73.8095122,73.7270732,74.1439024,74.5368293,74.4987805,74.6470732,75.2214634,75.145122,75.6060976,75.7431707,75.9343902,75.9885366,76.1641463,76.2331707,76.2846341,76.2704878,76.705122,76.8902439,76.7341463,76.8780488,77,77.2170732,76.9165854,77.375122,77.4046341,77.4356098,77.7943902,77.8829268,77.8365854,77.9878049,78.1902439,78.2926829,78.4926829,79.095122,79.3463415,79.697561,80.097561,80.2512195,80.5487805,80.702439,81.204878,81.104878,81.304878,81.7073171
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5497561,73.5504878,73.4480488,73.077561,73.5958537,73.7231707,73.9953659,74.0665854,73.9419512,73.6634146,74.0880488,74.1792683,74.3446341,74.4421951,74.7536585,74.817561,75.0395122,75.3868293,75.4185366,75.4139024,75.6717073,75.8690244,76.0109756,76.0668293,76.2243902,75.9168293,76.2412195,76.0817073,76.2204878,76.5004878,76.5373171,76.9807317,77.1843902,77.1517073,77.6897561,77.7365854,78.1504878,78.1426829,78.3292683,78.2829268,78.6341463,78.7853659,78.9878049,79.3902439,79.8414634,80.0414634,80.3439024,80.395122,80.5926829,80.795122,80.997561,81.295122,81.4512195,81.7512195,82.1
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.197,35.561,35.981,36.455,36.976,37.537,38.125,38.729,39.339,39.946,40.544,41.129,41.706,42.28,42.855,43.434,44.023,44.627,45.25,45.895,46.562,47.249,47.954,48.673,49.408,50.162,50.938,51.738,52.561,53.403,54.26,55.125,55.992,56.852,57.699,58.529,59.341,60.134,60.909,61.661,62.386,63.082,63.745,64.376,64.973,65.537,66.066,66.565,67.036,67.484,67.914,68.329,68.732,69.126,69.511
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.2365854,70.9853659,71.2317073,71.2804878,71.3292683,71.2268293,71.1243902,71.4731707,71.1243902,71.4731707,71.2731707,71.7731707,71.8292683,71.6682927,71.9243902,72.2195122,72.4219512,72.1682927,73.0195122,73.0682927,72.8292683,73.6219512,73.7243902,73.7756098,74.3707317,73.8292683,74.1219512,74.1780488,74.4243902,74.8243902,75.3780488,76.0317073,76.1243902,76.4341463,76.8829268,76.7341463,76.7878049,77.3341463,78.0853659,77.8902439,78.6365854,78.6926829,78.8463415,79.1463415,79.5487805,79.8512195,80.0487805,80.1512195,80.3512195,80.702439,80.702439,80.904878,81.1560976,81.4073171,81.404878
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.3597359,67.7549288,67.7576559,67.9803918,68.3857641,68.5106634,68.7843263,69.0198779,68.9854993,69.1845178,69.5144853,69.8002498,70.0923523,70.2774018,70.6925781,71.0406543,71.3170166,71.6821231,71.8595792,72.2017858,72.2595716,72.62863,72.9719448,73.1050576,73.395671,73.5371377,73.8018106,74.0880315,74.2338137,74.500558,74.6842373,74.8762072,75.1523725,75.2699126,75.5734913,75.6825464,76.0616021,76.4034573,76.6116306,76.7826025,77.0659519,77.3695487,77.5236792,77.6734691,78.083587,78.2045625,78.5008901,78.7383686,78.8965305,79.1651373,79.3458206,79.5886786,79.7103623,79.8868716,80.151045
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.672,43.499,44.311,45.11,45.896,46.665,47.413,48.141,48.858,49.574,50.31,51.087,51.92,52.811,53.76,54.755,55.781,56.813,57.829,58.813,59.758,60.659,61.523,62.355,63.153,63.915,64.638,65.324,65.975,66.593,67.181,67.74,68.274,68.787,69.284,69.771,70.251,70.726,71.198,71.664,72.126,72.58,73.022,73.447,73.851,74.231,74.58,74.898,75.188,75.451,75.694,75.922,76.141,76.358,76.578
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.4483042,51.9004871,52.3416141,52.7449326,53.1484744,53.5227122,53.8544371,54.1899387,54.5196934,54.846039,55.1850914,55.5137173,55.8510039,56.1570598,56.4596577,56.7980191,57.179909,57.5780001,58.0356486,58.5137033,59.0430519,59.508914,59.9665084,60.3942801,60.7567306,61.1080838,61.4940828,61.8278732,62.0970158,62.280269,62.4029035,62.5223194,62.4883392,62.3125689,62.0464793,61.8882753,61.7411715,61.4295617,61.0805218,60.8550799,60.7265065,60.6433357,60.7039054,60.8951704,61.2529546,61.7332174,62.2798858,62.9200098,63.6093743,64.3127492,64.9491907,65.5260966,66.0780867,66.5481672,66.9694324
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.265,46.195,47.085,47.936,48.747,49.52,50.255,50.954,51.617,52.245,52.837,53.389,53.901,54.376,54.815,55.224,55.606,55.966,56.311,56.645,56.972,57.295,57.613,57.926,58.237,58.545,58.852,59.157,59.458,59.756,60.05,60.338,60.621,60.898,61.169,61.436,61.7,61.961,62.22,62.476,62.727,62.967,63.196,63.414,63.625,63.836,64.06,64.303,64.565,64.845,65.134,65.419,65.686,65.927,66.139
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.862,61.379,61.878,62.359,62.822,63.272,63.714,64.156,64.603,65.059,65.529,66.015,66.514,67.019,67.527,68.028,68.513,68.977,69.413,69.819,70.194,70.539,70.86,71.165,71.455,71.734,72.002,72.261,72.51,72.752,72.987,73.218,73.443,73.663,73.879,74.09,74.298,74.501,74.7,74.895,75.084,75.267,75.443,75.614,75.782,75.947,76.114,76.285,76.46,76.641,76.828,77.021,77.216,77.413,77.61
